MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
1.354       59.28       0.949       0.4598      1.65        52.4        13.1        0.006688    0.7595      1.597       0.5958      
0.2277      47.46       0.9573      0.4546      2.064       65.05       16.26       0.005392    0.7509      1.574       0.09187     
0.5084      75.94       0.9552      0.1999      1.769       78.12       19.53       0.005407    0.6432      1.79        0.3308      
1.928       35.59       0.9334      0.4554      2.055       52.22       13.05       0.008442    0.8148      0.3887      0.3999      
1.619       41.73       0.9453      0.3023      1.722       60.45       15.11       0.004707    0.7988      1.576       0.1271      
0.3865      23.15       0.9637      0.3997      1.493       79.04       19.76       0.004721    0.6956      1.64        0.6994      
1.69        68.87       0.9273      0.1558      1.569       38.4        9.6         0.005037    0.6887      0.1999      0.5008      
0.8485      66.9        0.9633      0.495       1.694       56.73       14.18       0.008843    0.8383      1.329       0.7306      
1.784       18.56       0.9596      0.2698      1.286       60.98       15.24       0.004689    0.7714      1.554       0.3409      
1.127       17.06       0.9578      0.49        1.29        51.17       12.79       0.006078    0.8079      0.3325      0.7587      
1.932       31.97       0.9542      0.452       1.33        78.09       19.52       0.009084    0.6796      0.3056      0.6578      
1.118       49.38       0.9765      0.4592      1.82        30.37       7.593       0.004944    0.6385      1.669       0.2313      
4.132       27.75       0.9028      0.3554      1.421       42.85       10.71       0.007028    0.6856      0.2244      0.2492      
1.561       56.9        0.9398      0.4563      1.379       69.76       17.44       0.009154    0.7016      0.8398      0.4013      
1.863       65.29       0.925       0.1656      1.726       51.75       12.94       0.006191    0.7093      1.358       0.7083      
0.6535      18.34       0.9826      0.3274      1.227       33.47       8.367       0.004531    0.6967      1.08        0.4513      
0.3013      75.38       0.9843      0.3552      1.668       29.48       7.37        0.003826    0.8336      1.592       0.54        
1.177       19.62       0.9685      0.4943      1.404       61.26       15.32       0.003838    0.8012      0.7343      0.6687      
1.094       58.01       0.9397      0.4016      1.631       23.85       5.962       0.005139    0.8053      1.413       0.538       
4.003       57.66       0.9156      0.1115      1.643       34.05       8.512       0.006328    0.6616      1.041       0.5229      
1.029       9.942       0.9475      0.4225      1.895       32.07       8.017       0.006128    0.627       0.2314      0.8502      
4.974       59.21       0.8907      0.3638      1.725       40.31       10.08       0.005153    0.7717      0.8261      0.2508      
3.885       56.87       0.9021      0.1368      1.508       39.92       9.979       0.004316    0.7724      0.6532      0.4861      
0.9943      75.26       0.9471      0.1614      2.122       60.4        15.1        0.009602    0.6864      0.8911      0.602       
0.1433      25.98       0.9964      0.3958      1.786       44.61       11.15       0.008289    0.6755      0.07571     0.7419      
3.681       44.99       0.9144      0.2221      1.402       33.96       8.489       0.005086    0.7568      0.1043      0.8134      
0.3784      44.69       0.9587      0.2723      1.438       28.22       7.055       0.003948    0.6171      1.365       0.1416      
0.9436      52.02       0.9607      0.4713      1.802       28.44       7.109       0.007637    0.7806      0.573       0.1644      
0.9801      26.54       0.9517      0.491       1.619       38.28       9.57        0.008661    0.7305      1.076       0.7318      
0.7841      35.7        0.9752      0.1094      1.487       52.93       13.23       0.007012    0.8275      1.823       0.1364      
0.6012      36.52       0.9649      0.3224      1.877       71.02       17.76       0.004756    0.8327      0.234       0.1134      
3.124       35.94       0.9249      0.4958      1.564       72.22       18.06       0.007516    0.6996      0.2457      0.7123      
0.6576      42.47       0.9853      0.403       2.112       42.63       10.66       0.004143    0.6228      0.5873      0.1581      
3.675       62.99       0.9125      0.3674      1.518       70.98       17.75       0.005184    0.6896      0.3935      0.4916      
0.6853      67.67       0.9656      0.4851      1.242       47.94       11.99       0.005057    0.8096      1.121       0.702       
4.94        28.25       0.8765      0.1421      1.35        58.49       14.62       0.004015    0.7688      0.62        0.4709      
2.681       63.5        0.912       0.3266      1.912       38.67       9.667       0.008569    0.7296      0.8676      0.1831      
4.103       43.04       0.9103      0.2313      1.576       39.82       9.955       0.004145    0.718       1.142       0.5962      
1.214       57.21       0.9577      0.2103      1.892       79.76       19.94       0.005798    0.6426      1.672       0.7418      
0.4673      37.45       0.9514      0.1377      1.461       49.95       12.49       0.007598    0.7071      0.6533      0.3579      
1.356       66.87       0.9313      0.323       1.746       27.56       6.889       0.00352     0.6386      0.1623      0.2539      
1.213       30.18       0.9336      0.3451      1.669       23.49       5.872       0.006954    0.7035      1.685       0.1675      
1.538       68.46       0.9394      0.1365      1.68        62.43       15.61       0.005223    0.7131      0.9989      0.2927      
4.279       40.64       0.8943      0.1397      1.704       61.67       15.42       0.004312    0.6873      0.1349      0.5429      
3.591       30.09       0.9138      0.3235      1.53        38.5        9.626       0.006949    0.6897      1.232       0.6152      
0.4027      14.6        0.9871      0.2607      1.86        82.63       20.66       0.005825    0.6586      1.445       0.3264      
0.5846      64.69       0.9476      0.371       1.238       29.33       7.331       0.008493    0.6268      1.608       0.8404      
1.928       45.74       0.9241      0.3299      1.522       73.75       18.44       0.008742    0.6747      0.6386      0.2503      
3.278       53.34       0.9136      0.4971      1.771       70.55       17.64       0.008275    0.689       1.13        0.5262      
1.831       12.01       0.9291      0.1134      1.835       68.08       17.02       0.008445    0.7237      1.464       0.6524      
0.1782      12.75       0.9836      0.4348      1.525       27.04       6.761       0.008071    0.8143      0.8184      0.5581      
3.955       48.33       0.9194      0.294       1.806       62.94       15.73       0.00855     0.8093      0.2644      0.6877      
1.339       11.72       0.9611      0.497       1.487       48.93       12.23       0.003512    0.6995      1.722       0.1041      
0.8436      67.72       0.9717      0.197       1.667       23.39       5.848       0.003619    0.821       1.081       0.1033      
1.412       65.45       0.9685      0.2781      1.486       30.38       7.596       0.009577    0.6372      1.081       0.591       
3.612       33.63       0.8995      0.4468      1.357       33.91       8.477       0.005176    0.7698      0.1159      0.7556      
3.481       49.47       0.9001      0.4907      1.835       61.7        15.42       0.00573     0.7499      0.8617      0.5976      
0.34        54.54       0.9731      0.3043      1.261       37.86       9.466       0.00715     0.7761      0.3345      0.1541      
0.657       38.5        0.9675      0.4253      2.117       23.37       5.843       0.004548    0.7302      1.22        0.3399      
1.458       61.66       0.9487      0.4311      1.859       49.77       12.44       0.009287    0.8312      0.1165      0.1547      
1.625       61.14       0.9274      0.467       1.393       81.74       20.44       0.003762    0.8337      1.233       0.6335      
0.1107      63.9        0.9523      0.1059      1.471       31.06       7.765       0.007151    0.6936      1.803       0.4311      
0.764       20.37       0.9758      0.4586      1.911       79.75       19.94       0.007302    0.7184      1.39        0.4517      
1.286       69.74       0.9657      0.1868      1.65        52.1        13.03       0.008323    0.7019      1.013       0.883       
1.421       10.34       0.9503      0.4911      1.625       68.08       17.02       0.005803    0.7953      0.5269      0.3609      
0.1311      76.7        0.9732      0.4737      1.679       36.88       9.221       0.005297    0.7936      1.94        0.7567      
1.043       18.59       0.9506      0.3937      1.835       79.46       19.87       0.004023    0.8355      0.651       0.09676     
4.484       60.1        0.9         0.4537      1.658       69.22       17.3        0.004802    0.753       0.5721      0.7687      
3.941       51.78       0.9097      0.2408      1.323       54.87       13.72       0.007857    0.7546      0.6374      0.6013      
0.554       75.84       0.9513      0.2366      2.064       52.96       13.24       0.0095      0.6312      1.203       0.9249      
3.277       42.53       0.901       0.235       1.899       64.45       16.11       0.008413    0.7292      0.5922      0.2076      
1.026       9.349       0.9497      0.4186      1.971       24.01       6.004       0.0102      0.7713      0.7937      0.8812      
1.284       23.58       0.9333      0.307       1.499       30.42       7.605       0.006398    0.6602      0.4824      0.4237      
1.412       52.47       0.9479      0.2824      2.022       44.65       11.16       0.005748    0.7711      0.229       0.2258      
1.808       62.91       0.9537      0.2755      2.047       52.37       13.09       0.007646    0.7383      0.6243      0.4039      
1.498       45.09       0.9396      0.2066      2.061       59.48       14.87       0.003801    0.8254      0.1855      0.7866      
2.279       63.79       0.9327      0.4706      1.73        43.26       10.81       0.006732    0.6532      1.219       0.5204      
3.225       24.59       0.9214      0.3633      1.453       68.21       17.05       0.007464    0.6681      0.5335      0.3851      
4.23        30.29       0.9048      0.4307      1.649       62.01       15.5        0.004444    0.7039      0.1194      0.6188      
3.123       59.67       0.9286      0.2682      1.755       54.63       13.66       0.00432     0.6647      1.292       0.4688      
1.484       72.99       0.9612      0.3081      1.629       25.33       6.333       0.007455    0.813       0.5341      0.676       
3.924       48.62       0.894       0.3848      1.384       35.48       8.87        0.00615     0.8033      1.034       0.7594      
2.989       66.08       0.9248      0.2748      1.506       35.55       8.888       0.008305    0.7833      0.2177      0.8118      
3.781       32.94       0.8992      0.257       1.603       65.02       16.25       0.006824    0.7126      0.04265     0.494       
0.3261      59.69       0.9498      0.1213      1.411       61.99       15.5        0.009712    0.8182      1.852       0.9414      
0.9905      55.25       0.9426      0.1671      1.545       34.28       8.569       0.008524    0.7606      1.643       0.5195      
4.678       55.19       0.9018      0.4102      1.51        63.74       15.94       0.004148    0.7878      0.5721      0.5344      
4.12        59.93       0.9165      0.1792      1.679       61.87       15.47       0.005353    0.755       0.6572      0.6346      
0.5456      9.589       0.9557      0.213       2.072       53.37       13.34       0.008715    0.7556      0.5509      0.9122      
3.951       52.21       0.9145      0.2598      1.453       64.34       16.08       0.007973    0.6864      0.7058      0.4021      
3.098       45.08       0.9067      0.1356      1.736       57.72       14.43       0.0048      0.6545      1.282       0.8197      
1.518       43.49       0.9328      0.3045      1.334       31.51       7.877       0.003306    0.795       0.305       0.0761      
1.643       43.14       0.9521      0.4553      1.298       81.57       20.39       0.005721    0.7234      1.159       0.7927      
0.5389      73.28       0.9533      0.3038      1.318       22.41       5.602       0.008874    0.6205      0.9748      0.3537      
0.3297      11.47       0.9586      0.4805      1.655       58.92       14.73       0.009461    0.7712      1.349       0.8139      
0.6719      23.61       0.9761      0.2032      1.82        38.35       9.588       0.004465    0.7217      0.3228      0.4091      
0.3261      42.21       0.9745      0.222       1.264       60.27       15.07       0.005062    0.6717      0.3207      0.3305      
1.134       58.88       0.9376      0.3276      1.235       77.21       19.3        0.003504    0.6841      1.314       0.527       
0.3724      11.95       0.9618      0.1479      1.442       38.33       9.583       0.009769    0.6084      1.462       0.1825      
0.4783      41.7        0.9524      0.2781      1.95        24.8        6.199       0.007333    0.7604      0.9351      0.5483      
1.402       44.98       0.956       0.3217      1.89        80.06       20.01       0.003372    0.7226      0.5623      0.8192      
3.536       30.85       0.9111      0.3174      1.598       30.22       7.555       0.004788    0.697       0.08227     0.7038      
1.642       45.13       0.9345      0.4298      1.908       76.18       19.05       0.008806    0.6738      0.458       0.7164      
1.257       73.65       0.9522      0.4925      1.575       48.63       12.16       0.003591    0.6313      0.7092      0.6261      
4.35        42.64       0.8904      0.4928      1.576       58.88       14.72       0.007376    0.7698      0.4247      0.2423      
0.4921      65.23       0.9705      0.3364      1.665       70.07       17.52       0.005828    0.845       1.803       0.8436      
2.278       36.76       0.9279      0.3924      1.558       54.13       13.53       0.007287    0.6693      0.966       0.1935      
0.8985      13.82       0.939       0.1198      2.019       71.44       17.86       0.004996    0.7157      0.9439      0.2917      
2.845       66          0.9326      0.4673      1.456       51.71       12.93       0.007772    0.6499      0.8367      0.4726      
0.4283      51.69       0.9725      0.2847      1.378       69.74       17.43       0.003955    0.6695      0.832       0.6242      
0.3475      42.17       0.9744      0.3788      1.716       23.43       5.857       0.006759    0.7232      0.1615      0.458       
1.664       25.27       0.9504      0.3639      1.872       41.8        10.45       0.004263    0.7199      1.617       0.5864      
1.032       67.15       0.9664      0.3114      1.518       34.59       8.647       0.008124    0.6217      1.344       0.6264      
0.6788      60.88       0.9562      0.194       2.041       57.85       14.46       0.006577    0.7038      1.107       0.1258      
2.278       26.61       0.931       0.2962      1.893       40.09       10.02       0.003721    0.6995      0.05052     0.3686      
1.521       48.09       0.9437      0.3507      1.542       47.01       11.75       0.003643    0.753       1.456       0.879       
3.313       27.67       0.9281      0.2492      1.904       28.68       7.169       0.004169    0.6857      0.6336      0.7945      
0.7205      56.65       0.9534      0.3477      1.879       73.57       18.39       0.01014     0.6268      1.131       0.3817      
0.9417      66.49       0.9739      0.1513      1.269       77.62       19.4        0.008616    0.7617      1.103       0.2066      
0.7794      36.47       0.9777      0.2885      1.245       58.28       14.57       0.009495    0.6656      0.8756      0.5767      
2.257       27.11       0.9288      0.2764      1.865       29.62       7.405       0.006971    0.8054      0.1736      0.3233      
0.2143      59.49       0.9647      0.297       1.549       36.08       9.021       0.00925     0.7733      0.3819      0.2548      
4.52        44.85       0.9025      0.3213      1.494       64.06       16.01       0.006863    0.7486      0.319       0.5054      
4.385       22.47       0.8894      0.4579      1.652       36.32       9.079       0.007522    0.76        0.1082      0.7361      
1.976       49.25       0.934       0.3644      2.057       48.07       12.02       0.008131    0.7634      1.122       0.2535      
2.048       35.36       0.9193      0.2231      1.897       60.57       15.14       0.005924    0.7578      0.02309     0.4974      
0.5961      44.67       0.9873      0.2156      1.554       47.41       11.85       0.009351    0.7986      0.2685      0.8304      
0.8468      66.48       0.9586      0.2225      1.564       30.92       7.729       0.006489    0.6934      1.268       0.2766      
0.6921      61.68       0.9572      0.4095      1.813       80.98       20.24       0.008183    0.7478      0.3194      0.4329      
2.44        60.75       0.9332      0.2585      1.874       52.78       13.19       0.004217    0.6762      1.324       0.2732      
0.5557      38.67       0.9738      0.4832      1.593       30.92       7.73        0.01015     0.627       0.6652      0.4223      
3.057       61.62       0.9342      0.4121      1.75        36.52       9.13        0.006995    0.7019      0.3019      0.3591      
0.6886      42.33       0.9485      0.1914      1.437       83.39       20.85       0.006034    0.7577      1.023       0.3834      
2.622       65.44       0.9254      0.4041      1.371       63.48       15.87       0.009416    0.6977      0.9041      0.6089      
0.343       24.19       0.9583      0.256       2.09        78.62       19.66       0.003661    0.6793      1.801       0.9645      
1.55        54.65       0.9549      0.3951      1.834       50.83       12.71       0.005911    0.627       1.263       0.1806      
1.091       54.98       0.9612      0.1528      1.836       77.17       19.29       0.007714    0.7529      0.9948      0.3078      
1.555       69.48       0.9675      0.4097      1.546       24.79       6.198       0.008024    0.7553      1.323       0.7691      
2.023       62.85       0.959       0.15        1.697       76.51       19.13       0.006941    0.7424      0.1569      0.5125      
1.325       68.17       0.9357      0.2396      1.835       48.51       12.13       0.00516     0.7489      1.374       0.3322      
4.5         42.86       0.8847      0.3087      1.811       66.48       16.62       0.006384    0.7792      0.235       0.6169      
3.819       32.73       0.909       0.3875      1.363       57.8        14.45       0.004559    0.7413      0.001301    0.6233      
1.701       21.33       0.948       0.1101      1.986       46.89       11.72       0.003928    0.7315      1.259       0.3885      
0.9306      59.46       0.9511      0.3783      1.78        50.69       12.67       0.007449    0.7559      0.1162      0.7011      
0.7584      62.17       0.9394      0.3683      1.532       50.98       12.74       0.008655    0.8387      0.6165      0.725       
0.9812      16.73       0.9497      0.4823      1.958       56.99       14.25       0.005374    0.6459      0.8166      0.6041      
1.118       73.78       0.9744      0.4696      1.875       46.3        11.57       0.006508    0.7394      0.1526      0.2847      
0.3549      71.54       0.9719      0.4817      1.954       27.77       6.943       0.006701    0.7353      0.8411      0.6354      
3.954       58.99       0.8908      0.1585      1.693       37.75       9.437       0.007254    0.7672      0.08217     0.2289      
3.925       49.64       0.9191      0.3429      1.528       35.17       8.792       0.007807    0.7919      0.6805      0.442       
1.713       51.44       0.9326      0.3232      1.518       76.85       19.21       0.003919    0.6302      1.008       0.7837      
1.735       27.64       0.9286      0.4525      2.018       45.37       11.34       0.009759    0.752       0.2323      0.759       
0.9439      39.83       0.9665      0.4005      1.76        76.77       19.19       0.006994    0.6385      0.4541      0.5001      
4.949       49.51       0.8849      0.2311      1.636       53.22       13.31       0.005973    0.6793      0.7038      0.5153      
0.3422      78.36       0.9856      0.3791      1.914       35.09       8.771       0.008226    0.7872      1.594       0.2505      
1.434       55.5        0.936       0.4046      1.331       79.68       19.92       0.009656    0.7286      0.3066      0.4295      
3.206       31.56       0.933       0.3047      1.577       58.4        14.6        0.00725     0.7905      0.5434      0.6654      
0.35        28.28       0.9799      0.4678      2.146       22.36       5.591       0.009483    0.6569      1.068       0.5384      
0.3797      48.57       0.9831      0.251       2.081       52.63       13.16       0.008141    0.7471      1.84        0.9415      
3.384       41.74       0.9148      0.2929      1.705       73.31       18.33       0.008365    0.6752      0.7155      0.5605      
3.315       55.38       0.9086      0.3593      1.63        32.48       8.12        0.008191    0.7328      0.007094    0.6078      
0.383       59.03       0.9796      0.1763      1.884       61.72       15.43       0.008848    0.6577      0.2301      0.9056      
2.747       29.64       0.9117      0.3158      1.351       67.58       16.9        0.009109    0.7854      0.5515      0.4756      
4.06        34.15       0.9029      0.3762      1.443       53.43       13.36       0.005417    0.7756      0.3315      0.2591      
0.785       29.8        0.9562      0.2823      1.228       35.37       8.842       0.006867    0.7712      0.2563      0.688       
0.5541      55.79       0.9703      0.1447      1.812       80.56       20.14       0.01002     0.6376      0.3612      0.7216      
0.4602      73.19       0.9848      0.2382      1.703       68.62       17.15       0.007544    0.7176      0.9233      0.6934      
1.259       55.42       0.937       0.316       1.726       33.32       8.33        0.007162    0.694       0.511       0.258       
1.034       14.15       0.9778      0.1141      2           27.5        6.874       0.003703    0.8102      0.6028      0.7317      
1.23        34.3        0.9643      0.4604      1.934       83.64       20.91       0.008607    0.8187      1.242       0.5283      
1.257       69.16       0.9317      0.4146      1.498       81.31       20.33       0.004012    0.7476      0.3187      0.5335      
2.977       68.08       0.9343      0.2847      1.824       46.44       11.61       0.006105    0.7273      1.247       0.3924      
2.439       31.11       0.9217      0.2366      1.506       27.79       6.948       0.007457    0.8087      0.5943      0.7126      
0.4566      66.72       0.9711      0.1817      1.793       73.04       18.26       0.00794     0.688       1.785       0.8936      
1.575       29.81       0.9544      0.1718      1.735       80.21       20.05       0.00499     0.6996      0.4016      0.619       
2.429       55.93       0.9178      0.4787      1.282       41.1        10.27       0.003657    0.8184      0.1739      0.4957      
4.174       30.59       0.8991      0.1421      1.379       67.77       16.94       0.005409    0.705       0.08636     0.685       
4.49        59.57       0.91        0.4345      1.461       48.31       12.08       0.007081    0.7977      0.6798      0.3131      
1.332       18.79       0.94        0.3924      1.797       42.08       10.52       0.007321    0.7062      1.378       0.317       
2.515       47.23       0.9431      0.3052      1.946       42.41       10.6        0.009101    0.7504      1.371       0.5454      
4.418       25.99       0.9056      0.2942      1.72        53.39       13.35       0.00598     0.6797      0.457       0.5931      
1.845       60.72       0.9384      0.3833      1.872       81.3        20.32       0.005142    0.7874      0.7013      0.2037      
0.2881      31.65       0.975       0.3013      1.704       60.47       15.12       0.008216    0.7707      0.1194      0.8671      
0.3672      28.4        0.9469      0.4151      1.24        83.29       20.82       0.003274    0.666       0.006385    0.1196      
4.174       34          0.897       0.2037      1.601       49.74       12.44       0.004912    0.7323      0.007661    0.2443      
1.615       50.6        0.9414      0.1037      1.443       36.44       9.11        0.008769    0.6743      1.254       0.5437      
2.13        65.67       0.9373      0.1185      1.487       42.42       10.61       0.009196    0.7604      1.41        0.474       
2.203       60.74       0.9231      0.4227      2.017       25.87       6.468       0.009007    0.788       0.5324      0.1621      
3.759       23.94       0.9222      0.1302      1.731       40.38       10.09       0.006162    0.6801      0.4818      0.4716      
1.739       20.4        0.9255      0.1373      1.459       30.34       7.584       0.004507    0.6826      1.435       0.8788      
1.707       11.58       0.925       0.3106      1.987       47.37       11.84       0.004519    0.7336      0.09151     0.359       
1.977       59.83       0.9505      0.1328      1.671       59.17       14.79       0.00531     0.7261      0.4199      0.1213      
1.838       45.9        0.9239      0.3314      1.31        53.63       13.41       0.00953     0.778       0.8049      0.6182      
2.815       66.51       0.9384      0.1996      1.749       51.66       12.92       0.007044    0.7322      0.8266      0.4231      
0.3483      33.28       0.9539      0.1342      1.221       26.32       6.58        0.007483    0.669       0.3524      0.03104     
1.193       47.7        0.9673      0.3221      1.751       83.4        20.85       0.01        0.8149      1.573       0.3312      
2.978       47.51       0.9057      0.3422      1.894       42.51       10.63       0.009212    0.6746      0.9763      0.8298      
1.264       33.63       0.944       0.292       1.788       43.78       10.95       0.00744     0.77        1.619       0.4176      
0.8894      60          0.9513      0.1323      1.379       51.26       12.82       0.00824     0.6263      0.3425      0.2687      
1.139       27.31       0.9674      0.3015      1.573       53.74       13.44       0.007809    0.7579      0.2567      0.2821      
2.776       47.51       0.9382      0.2251      1.55        73.59       18.4        0.007372    0.7213      1.339       0.546       
0.8336      73.99       0.972       0.1195      1.411       43.82       10.95       0.008359    0.6499      1.018       0.4738      
4.071       34.25       0.8937      0.2861      1.523       65.08       16.27       0.006314    0.7716      0.5651      0.4062      
0.7331      50.87       0.9749      0.1505      1.451       37.78       9.445       0.004719    0.7744      1.785       0.8249      
0.4265      56.22       0.9703      0.2337      2.099       69.82       17.45       0.007324    0.6852      1.861       0.8056      
2.906       49.8        0.9141      0.197       1.606       43.4        10.85       0.006483    0.6929      1.278       0.6594      
4.237       53.36       0.9056      0.2974      1.604       49.36       12.34       0.005361    0.8039      0.9388      0.3002      
0.5566      21.23       0.9499      0.2668      1.663       42.8        10.7        0.006654    0.6134      1.447       0.2808      
3.945       41.36       0.8962      0.1614      1.607       38.41       9.603       0.007923    0.6641      0.1502      0.5552      
2.684       61.83       0.9207      0.2826      1.864       50.1        12.53       0.006922    0.7025      0.93        0.2672      
2.39        28.11       0.9479      0.1279      1.956       57.6        14.4        0.004022    0.8186      0.9826      0.4058      
0.3563      11.75       0.9534      0.2715      1.359       56.56       14.14       0.009595    0.8418      0.2827      0.01793     
4.853       22.12       0.8833      0.4654      1.518       35.28       8.821       0.00706     0.7466      0.1751      0.729       
2.748       17.08       0.935       0.2568      1.675       70.7        17.68       0.004       0.7099      0.6068      0.7128      
3.223       35.59       0.9051      0.1484      1.82        31.47       7.868       0.007203    0.7806      0.9689      0.3171      
0.775       53.65       0.9625      0.4779      2.136       63.34       15.83       0.004936    0.8041      0.933       0.896       
1.803       57.63       0.9327      0.2152      1.999       62.77       15.69       0.007638    0.8294      1.056       0.7415      
1.001       35.99       0.9761      0.344       1.288       73.5        18.38       0.007605    0.7888      0.09044     0.5411      
0.4334      38.77       0.9862      0.1636      1.828       48.81       12.2        0.005286    0.6195      0.1996      0.9093      
2.172       31.82       0.9557      0.2596      1.905       74.26       18.56       0.009571    0.8199      1.001       0.7116      
4.062       51.14       0.9107      0.359       1.4         31.02       7.755       0.004153    0.7393      0.9784      0.2528      
1.308       50.1        0.9417      0.4805      1.993       34.2        8.55        0.006997    0.8271      1.437       0.4332      
1.525       21.77       0.9296      0.39        1.621       45.46       11.37       0.00601     0.8142      0.5212      0.8487      
1.899       30.99       0.9387      0.1462      1.713       58.71       14.68       0.008816    0.7041      1.577       0.8941      
0.9101      22.82       0.9621      0.1875      1.713       49.88       12.47       0.00876     0.6789      1.307       0.1048      
1.728       64.64       0.9437      0.3306      1.462       72.19       18.05       0.008767    0.7359      0.7576      0.2993      
3.339       60.26       0.9129      0.2255      1.473       28.96       7.24        0.005943    0.7839      0.2723      0.8158      
0.3672      39.79       0.9731      0.451       1.792       35.75       8.938       0.009292    0.7362      1.849       0.6619      
0.9042      61.23       0.9637      0.3606      1.675       55.96       13.99       0.009008    0.8139      1.166       0.1663      
1.834       60.71       0.9454      0.4946      1.936       31.11       7.777       0.006283    0.6986      0.772       0.2469      
1.022       70.69       0.9652      0.4042      1.291       43.56       10.89       0.00813     0.7531      0.8495      0.4048      
3.566       56.59       0.9205      0.3679      1.541       54.74       13.69       0.004695    0.7385      1.281       0.4226      
1.006       11.07       0.9488      0.4515      1.866       62.51       15.63       0.004534    0.7905      1.229       0.2173      
0.9973      45.3        0.971       0.4596      2.063       67.97       16.99       0.007655    0.7673      1.716       0.08422     
0.7367      52          0.9742      0.1655      2.105       22.29       5.573       0.007144    0.8004      0.2215      0.776       
2.893       67.59       0.9088      0.2206      1.69        72.27       18.07       0.004955    0.752       1.272       0.562       
2.949       51.52       0.911       0.2546      1.768       33.85       8.463       0.008026    0.7503      0.6917      0.4349      
1.306       69.64       0.9511      0.1693      1.882       71.45       17.86       0.00584     0.6559      1.534       0.8612      
2.536       48.19       0.934       0.2719      1.92        26.89       6.724       0.004793    0.7098      0.9484      0.5834      
0.1864      32.63       0.9798      0.272       1.641       87.41       21.85       0.003293    0.6091      0.7091      0.631       
1.436       33.6        0.9459      0.3828      1.856       41.92       10.48       0.009602    0.6345      1.336       0.2962      
1.605       36.86       0.9531      0.1754      1.315       74.34       18.58       0.00757     0.7993      0.954       0.6837      
0.5658      50.77       0.9454      0.3488      1.235       66.72       16.68       0.003192    0.6452      0.2799      0.2568      
2.829       19.72       0.9299      0.3357      1.656       59.71       14.93       0.003935    0.7338      1.168       0.2255      
1.22        68.1        0.9534      0.3589      2.016       48.86       12.21       0.004194    0.8215      0.9425      0.7622      
2.718       54.29       0.9453      0.3426      1.517       72.51       18.13       0.007284    0.7932      0.01881     0.4658      
0.299       26.92       0.9635      0.4942      1.878       69.33       17.33       0.003618    0.6599      1.073       0.983       
3.186       45.59       0.9148      0.1858      1.614       69.57       17.39       0.005438    0.7515      0.4264      0.3216      
1.874       37          0.9492      0.4259      1.284       80.31       20.08       0.003463    0.8179      0.3841      0.2374      
0.805       58.42       0.9522      0.2411      1.925       65.24       16.31       0.008426    0.7149      0.2482      0.4907      
1.043       13.56       0.9624      0.3593      1.712       55.83       13.96       0.01016     0.6501      0.827       0.538       
3.24        24.6        0.913       0.2442      1.543       34.65       8.663       0.006376    0.7424      0.9962      0.8234      
2.793       46.93       0.9156      0.2652      1.811       40.23       10.06       0.004154    0.7984      0.34        0.7175      
0.5353      20.75       0.9793      0.267       1.7         50.07       12.52       0.009749    0.8419      1.451       0.3105      
3.545       56.45       0.9128      0.4916      1.62        36.64       9.16        0.008042    0.7435      0.07687     0.6724      
4.3         55.01       0.8899      0.1569      1.742       55.78       13.95       0.004026    0.7587      0.7685      0.5853      
0.4908      45.72       0.9572      0.4621      1.735       27.99       6.996       0.00932     0.7773      1.2         0.8         
2.853       29.11       0.9156      0.3278      1.764       53.2        13.3        0.006105    0.787       0.8198      0.7315      
0.7886      68.41       0.9403      0.2287      1.432       85.16       21.29       0.006426    0.6297      0.5172      0.5971      
2.821       50.21       0.9328      0.3191      1.723       56.05       14.01       0.00458     0.7291      0.7611      0.3084      
0.4756      62.76       0.9545      0.1123      1.937       68.91       17.23       0.0101      0.7562      1.903       0.3202      
2.69        18.42       0.9153      0.1915      1.353       63.64       15.91       0.006357    0.8029      0.14        0.5544      
1.416       24.25       0.9406      0.4641      1.391       76.49       19.12       0.00378     0.6264      0.8159      0.7451      
0.3805      26.78       0.9868      0.2698      1.929       80.29       20.07       0.005194    0.7734      1.363       0.04776     
2.959       32.77       0.9365      0.2212      1.488       55.22       13.8        0.005957    0.6763      0.1342      0.6539      
0.9205      47.23       0.9685      0.3732      2.073       74.2        18.55       0.009983    0.8258      1.568       0.4341      
1.474       12.91       0.9634      0.242       1.596       26.3        6.574       0.005363    0.8093      1.083       0.7373      
1.939       34.67       0.9589      0.1826      1.933       37.27       9.318       0.009662    0.7621      0.6697      0.2904      
2.909       60.52       0.9223      0.2369      1.614       63.65       15.91       0.008189    0.6929      1.295       0.3396      
1.644       64.23       0.9437      0.4204      2.049       62.11       15.53       0.004102    0.7385      0.2862      0.1119      
4.779       40.95       0.8979      0.4347      1.514       46.35       11.59       0.006264    0.7026      0.2332      0.4977      
0.8488      44.96       0.9442      0.3854      1.871       72.38       18.09       0.008949    0.7845      0.2528      0.8575      
2.161       42.79       0.9507      0.3587      1.727       69.22       17.31       0.003519    0.705       1.067       0.7296      
0.5211      9.193       0.9889      0.3704      1.631       54.46       13.62       0.008833    0.7535      1.06        0.3371      
0.7466      25.1        0.9461      0.2537      1.391       70          17.5        0.009426    0.813       0.02031     0.175       
4.58        27.98       0.8913      0.3094      1.367       46.48       11.62       0.004739    0.7887      0.1972      0.5567      
2.607       21.04       0.9372      0.3278      1.72        34.94       8.735       0.004253    0.7461      0.04546     0.5076      
